EstacaoCodigo;Data;Maxima(cm);Minima(cm);Media(cm)
58425000;01/04/1957;440;79;134
58425000;01/03/1957;310;60;118
58425000;01/02/1957;140;71;94
58425000;01/01/1957;200;70;105
58425000;01/12/1956;450;47;111
58425000;01/11/1956;294;25;65
58425000;01/10/1956;50;11;25
58425000;01/09/1956;50;13;24
58425000;01/08/1956;60;25;35
58425000;01/07/1956;40;26;30
58425000;01/06/1956;70;34;45
58425000;01/05/1956;70;39;49
58425000;01/04/1956;194;40;60
58425000;01/03/1956;220;49;79
58425000;01/02/1956;134;32;55
58425000;01/01/1956;380;38;92
58425000;01/12/1955;320;28;120
58425000;01/11/1955;220;11;64
58425000;01/10/1955;45;0;19
58425000;01/09/1955;40;0;7
58425000;01/08/1955;14;2;6
58425000;01/07/1955;17;8;12
58425000;01/06/1955;45;17;26
58425000;01/05/1955;79;26;37
58425000;01/04/1955;153;32;58
58425000;01/03/1955;79;20;37
58425000;01/02/1955;94;25;44
58425000;01/01/1955;315;38;92
58425000;01/12/1954;114;9;40
58425000;01/11/1954;75;12;24
58425000;01/10/1954;54;11;20
58425000;01/09/1954;53;12;20
58425000;01/08/1954;100;13;24
58425000;01/07/1954;49;20;25
58425000;01/06/1954;50;25;33
58425000;01/05/1954;72;29;48
58425000;01/04/1954;134;28;55
58425000;01/03/1954;140;29;40
58425000;01/02/1954;100;36;59
58425000;01/01/1954;120;34;57
58425000;01/12/1953;214;50;100
58425000;01/11/1953;230;31;69
58425000;01/10/1953;50;18;26
58425000;01/09/1953;66;22;34
58425000;01/08/1953;47;27;33
58425000;01/07/1953;45;33;39
58425000;01/06/1953;75;41;51
58425000;01/05/1953;140;56;74
58425000;01/04/1953;185;70;97
58425000;01/03/1953;168;54;80
58425000;01/02/1953;192;57;96
58425000;01/01/1953;135;51;72
58425000;01/12/1952;257;65;120
58425000;01/11/1952;345;51;92
58425000;01/10/1952;183;35;56
58425000;01/09/1952;155;35;55
58425000;01/08/1952;161;36;54
58425000;01/07/1952;100;30;57
58425000;01/06/1952;88;50;61
58425000;01/05/1952;91;53;64
58425000;01/04/1952;123;72;86
58425000;01/03/1952;282;100;143
58425000;01/02/1952;360;99;177
58425000;01/01/1952;440;52;131
58425000;01/12/1951;200;37;83
58425000;01/11/1951;102;14;29
58425000;01/10/1951;60;21;30
58425000;01/09/1951;35;24;27
58425000;01/08/1951;40;32;36
58425000;01/07/1951;74;39;44
58425000;01/06/1951;75;45;53
58425000;01/05/1951;96;52;68
58425000;01/04/1951;124;82;99
58425000;01/03/1951;290;101;150
58425000;01/02/1951;300;70;129
58425000;01/01/1951;260;50;113
58425000;01/12/1950;210;44;85
58425000;01/11/1950;126;30;61
58425000;01/10/1950;104;23;40
58425000;01/09/1950;58;23;28
58425000;01/08/1950;39;28;33
58425000;01/07/1950;51;33;41
58425000;01/06/1950;82;45;53
58425000;01/05/1950;100;56;71
58425000;01/04/1950;243;70;97
58425000;01/03/1950;178;63;95
58425000;01/02/1950;287;46;129
58425000;01/01/1950;428;54;137
58425000;01/12/1949;214;48;88
58425000;01/11/1949;170;46;78
58425000;01/10/1949;124;29;55
58425000;01/09/1949;80;32;41
58425000;01/08/1949;84;38;47
58425000;01/07/1949;181;43;61
58425000;01/06/1949;155;49;61
58425000;01/05/1949;79;54;63
58425000;01/04/1949;127;68;81
58425000;01/03/1949;200;86;116
58425000;01/02/1949;270;99;155
58425000;01/01/1949;238;73;137
58425000;01/12/1948;450;63;153
58425000;01/11/1948;160;29;77
58425000;01/10/1948;92;30;43
58425000;01/09/1948;82;32;40
58425000;01/08/1948;94;33;42
58425000;01/07/1948;72;41;47
58425000;01/06/1948;;;
58425000;01/05/1948;102;62;74
58425000;01/04/1948;127;71;91
58425000;01/03/1948;252;105;148
58425000;01/02/1948;272;70;137
58425000;01/01/1948;172;71;102
58425000;01/12/1947;;;
58425000;01/11/1947;;;
58425000;01/10/1947;150;40;67
58425000;01/09/1947;;;
